,customer_id,recency,frequency,monetary
1628,CS2740,2014-08-31,14,1048
1629,CS2741,2015-03-08,23,1528
1630,CS2742,2014-12-06,24,1565
1631,CS2743,2014-11-11,20,1295
1632,CS2744,2015-02-06,18,1174
1633,CS2745,2015-02-17,24,1525
1634,CS2746,2015-03-12,15,1023
1635,CS2747,2015-01-06,18,1284
1636,CS2748,2014-11-28,23,1537
1637,CS2749,2015-02-17,18,1225
1638,CS2750,2015-02-22,17,1067
1639,CS2751,2015-02-03,22,1571
1640,CS2752,2014-11-23,18,1100
1641,CS2753,2015-02-22,18,1256
1642,CS2754,2015-01-06,22,1638
1643,CS2755,2015-02-25,30,1983
1644,CS2756,2014-11-09,23,1450
1645,CS2757,2015-01-21,22,1526
1646,CS2758,2015-03-01,15,957
1647,CS2759,2015-01-07,18,1315
1648,CS2760,2015-02-06,15,1091
1649,CS2761,2015-02-10,17,1214
1650,CS2762,2014-08-12,12,755
1651,CS2763,2015-03-16,11,839
1652,CS2764,2015-01-19,13,990
1653,CS2765,2015-03-04,24,1639
1654,CS2766,2015-03-06,27,1706
1655,CS2767,2015-03-15,18,1323
1656,CS2768,2015-01-29,18,1306
1657,CS2769,2015-03-03,30,2202
1658,CS2770,2015-03-14,25,1707
1659,CS2771,2015-01-05,25,1671
1660,CS2772,2014-06-18,17,1208
1661,CS2773,2015-03-05,22,1474
1662,CS2774,2015-01-11,11,763
1663,CS2775,2015-02-27,22,1600
1664,CS2776,2015-02-12,28,2099
1665,CS2777,2014-07-26,20,1457
1666,CS2778,2014-12-20,16,1157
1667,CS2779,2015-01-08,14,934
1668,CS2780,2015-02-14,18,1303
1669,CS2781,2015-02-19,16,1098
1670,CS2782,2014-12-30,21,1585
1671,CS2783,2015-02-12,29,2060
1672,CS2784,2014-12-20,24,1750
1673,CS2785,2015-02-07,23,1702
1674,CS2786,2015-02-20,29,2034
1675,CS2787,2015-03-06,23,1641
1676,CS2788,2015-01-21,19,1218
1677,CS2789,2015-01-25,26,2003
1678,CS2790,2014-11-15,19,1496
1679,CS2791,2015-03-02,19,1381
1680,CS2792,2015-03-09,21,1557
1681,CS2793,2015-01-25,22,1668
1682,CS2794,2015-03-12,23,1789
1683,CS2795,2015-02-26,22,1609
1684,CS2796,2015-03-14,18,1279
1685,CS2797,2014-08-22,20,1352
1686,CS2798,2014-12-29,21,1535
1687,CS2799,2015-03-09,17,1102
1688,CS2800,2015-01-04,16,1063
1689,CS2801,2015-02-02,18,1148
1690,CS2802,2015-02-15,20,1347
1691,CS2803,2014-11-09,15,1034
1692,CS2804,2015-02-18,22,1530
1693,CS2805,2015-02-11,18,1104
1694,CS2806,2014-10-20,11,762
1695,CS2807,2015-01-14,19,1316
1696,CS2808,2014-09-29,24,1509
1697,CS2809,2015-03-03,24,1594
1698,CS2810,2014-12-17,15,1082
1699,CS2811,2014-10-24,17,1110
1700,CS2812,2015-02-24,16,1134
1701,CS2813,2014-12-31,23,1593
1702,CS2814,2015-02-21,18,1385
1703,CS2815,2015-02-08,16,1166
1704,CS2816,2015-03-06,21,1401
1705,CS2817,2015-01-08,21,1406
1706,CS2818,2015-03-06,29,2018
1707,CS2819,2015-02-21,20,1338
1708,CS2820,2014-10-17,23,1596
1709,CS2821,2015-02-26,27,1864
1710,CS2822,2015-01-29,15,1131
1711,CS2823,2015-02-26,25,1731
1712,CS2824,2015-03-13,20,1292
1713,CS2825,2015-02-24,14,873
1714,CS2826,2014-10-25,18,1142
1715,CS2827,2015-01-02,21,1455
1716,CS2828,2015-01-27,20,1350
1717,CS2829,2015-01-24,24,1794
1718,CS2830,2014-12-08,28,2070
1719,CS2831,2015-01-29,17,1250
1720,CS2832,2015-02-20,24,1585
1721,CS2833,2015-03-13,18,1299
1722,CS2834,2015-02-17,24,1747
1723,CS2835,2014-10-02,24,1800
1724,CS2836,2015-02-10,18,1297
1725,CS2837,2015-02-24,26,1813
1726,CS2838,2014-07-09,18,1446
1727,CS2839,2014-12-16,19,1295
1728,CS2840,2015-02-02,29,2074
1729,CS2841,2014-08-10,12,792
1730,CS2842,2015-02-25,24,1733
1731,CS2843,2014-09-29,18,1374
1732,CS2844,2014-09-08,11,740
1733,CS2845,2015-01-02,27,1829
1734,CS2846,2015-03-09,19,1283
1735,CS2847,2014-12-10,21,1493
1736,CS2848,2015-01-09,19,1331
1737,CS2849,2015-01-09,21,1301
1738,CS2850,2015-02-18,17,1131
1739,CS2851,2014-09-16,19,1392
1740,CS2852,2014-10-14,16,1151
1741,CS2853,2015-02-03,25,1779
1742,CS2854,2015-02-27,23,1564
1743,CS2855,2014-12-15,19,1346
1744,CS2856,2015-01-16,21,1448
1745,CS2857,2014-10-31,15,1095
1746,CS2858,2015-01-26,23,1555
1747,CS2859,2015-02-27,13,792
1748,CS2860,2014-09-25,21,1356
1749,CS2861,2015-03-06,14,1082
1750,CS2862,2015-02-21,24,1734
1751,CS2863,2014-11-03,25,1716
1752,CS2864,2015-01-19,23,1442
1753,CS2865,2015-02-07,25,1868
1754,CS2866,2015-02-27,22,1488
1755,CS2867,2015-02-23,21,1464
1756,CS2868,2015-01-27,20,1507
1757,CS2869,2015-02-17,21,1452
1758,CS2870,2015-01-28,24,1670
1759,CS2871,2014-10-22,29,2124
1760,CS2872,2015-03-15,22,1674
1761,CS2873,2015-02-28,29,2045
1762,CS2874,2015-01-05,14,930
1763,CS2875,2015-02-24,15,1007
1764,CS2876,2015-03-01,21,1369
1765,CS2877,2015-03-15,24,1677
1766,CS2878,2015-01-04,23,1610
1767,CS2879,2014-12-20,15,1028
1768,CS2880,2014-12-27,20,1482
1769,CS2881,2014-09-19,26,1801
1770,CS2882,2014-07-25,11,781
1771,CS2883,2014-09-15,21,1658
1772,CS2884,2015-03-16,21,1399
1773,CS2885,2015-02-14,28,1781
1774,CS2886,2014-12-02,16,897
1775,CS2887,2015-02-10,25,1527
1776,CS2888,2014-09-06,24,1792
1777,CS2889,2015-02-08,22,1536
1778,CS2890,2015-01-07,19,1308
1779,CS2891,2015-01-19,24,1823
1780,CS2892,2014-09-23,17,1181
1781,CS2893,2015-03-11,24,1724
1782,CS2894,2015-02-27,19,1377
1783,CS2895,2015-02-26,21,1304
1784,CS2896,2015-01-27,24,1845
1785,CS2897,2015-02-17,16,1188
1786,CS2898,2015-02-10,21,1336
1787,CS2899,2015-03-02,24,1673
1788,CS2900,2015-03-06,26,1954
1789,CS2901,2014-09-07,19,1259
1790,CS2902,2014-11-27,28,1961
1791,CS2903,2014-10-14,17,1289
1792,CS2904,2015-03-10,25,1869
1793,CS2905,2014-12-20,17,1185
1794,CS2906,2015-01-18,27,1935
1795,CS2907,2015-02-12,29,2039
1796,CS2908,2015-01-10,16,1061
1797,CS2909,2015-02-12,19,1412
1798,CS2910,2015-03-05,23,1345
1799,CS2911,2015-02-10,21,1511
1800,CS2912,2014-12-21,20,1361
1801,CS2913,2014-08-14,21,1490
1802,CS2914,2014-12-19,26,1792
1803,CS2915,2014-12-21,24,1749
1804,CS2916,2015-01-12,21,1514
1805,CS2917,2015-03-15,20,1474
1806,CS2918,2015-03-07,24,1741
1807,CS2919,2015-02-24,18,1313
1808,CS2920,2015-03-09,21,1419
1809,CS2921,2015-01-22,16,1044
1810,CS2922,2015-03-11,15,977
1811,CS2923,2014-09-02,13,966
1812,CS2924,2015-03-11,21,1459
1813,CS2925,2015-03-14,14,997
1814,CS2926,2015-02-19,14,986
1815,CS2927,2015-03-03,25,1581
1816,CS2928,2014-10-27,17,1243
1817,CS2929,2015-03-16,22,1449
1818,CS2930,2015-01-27,26,1955
1819,CS2931,2015-03-11,21,1550
1820,CS2932,2014-11-25,18,1228
1821,CS2933,2014-10-07,13,900
1822,CS2934,2015-02-27,17,1227
1823,CS2935,2015-03-06,21,1388
1824,CS2936,2015-01-13,13,813
1825,CS2937,2015-03-02,20,1394
1826,CS2938,2014-12-13,30,2039
1827,CS2939,2015-02-20,17,1227
1828,CS2940,2014-12-19,21,1334
1829,CS2941,2014-05-08,13,1077
1830,CS2942,2015-01-05,17,1246
1831,CS2943,2015-03-06,19,1306
1832,CS2944,2014-08-04,17,1239
1833,CS2945,2015-03-08,26,1911
1834,CS2946,2015-03-05,31,2238
1835,CS2947,2014-11-07,19,1348
1836,CS2948,2014-09-02,17,1199
1837,CS2949,2014-12-05,24,1581
1838,CS2950,2015-01-28,16,1072
1839,CS2951,2014-08-31,32,2382
1840,CS2952,2015-02-01,25,1691
1841,CS2953,2015-01-22,17,1093
1842,CS2954,2015-01-27,17,1404
1843,CS2955,2015-02-15,17,1191
1844,CS2956,2015-03-10,29,2050
1845,CS2957,2015-01-12,19,1251
1846,CS2958,2014-11-30,13,778
1847,CS2959,2015-03-02,16,1124
1848,CS2960,2015-02-09,16,1178
1849,CS2961,2015-01-22,30,2183
1850,CS2962,2015-03-16,23,1639
1851,CS2963,2014-12-25,16,1109
1852,CS2964,2014-12-10,21,1363
1853,CS2965,2014-10-05,13,793
1854,CS2966,2014-09-04,18,1143
1855,CS2967,2015-03-16,21,1425
1856,CS2968,2015-01-23,24,1649
1857,CS2969,2015-03-07,18,1314
1858,CS2970,2015-03-07,21,1496
1859,CS2971,2014-09-09,16,1029
1860,CS2972,2014-08-27,19,1301
1861,CS2973,2014-09-11,19,1317
1862,CS2974,2014-12-25,19,1368
1863,CS2975,2015-01-21,22,1387
1864,CS2976,2014-08-25,14,897
1865,CS2977,2015-03-06,21,1490
1866,CS2978,2014-11-17,20,1470
1867,CS2979,2015-03-14,20,1398
1868,CS2980,2014-09-30,21,1562
1869,CS2981,2014-11-28,18,1369
1870,CS2982,2014-12-24,22,1543
1871,CS2983,2015-03-05,23,1524
1872,CS2984,2015-01-24,29,1955
1873,CS2985,2014-08-02,16,1133
1874,CS2986,2014-12-26,25,1720
1875,CS2987,2014-12-18,20,1508
1876,CS2988,2015-02-26,22,1543
1877,CS2989,2015-03-07,26,1702
1878,CS2990,2014-12-12,27,1765
1879,CS2991,2015-03-09,22,1568
1880,CS2992,2014-09-28,16,1031
1881,CS2993,2015-01-02,16,1190
1882,CS2994,2015-02-02,22,1470
1883,CS2995,2015-02-05,14,794
1884,CS2996,2014-12-09,25,1719
1885,CS2997,2014-11-27,21,1503
1886,CS2998,2015-02-10,21,1456
1887,CS2999,2014-10-18,19,1262
1888,CS3000,2015-03-08,20,1379
1889,CS3001,2014-07-25,15,1193
1890,CS3002,2015-02-01,22,1394
1891,CS3003,2015-02-18,17,1213
1892,CS3004,2015-03-15,24,1939
1893,CS3005,2015-01-11,23,1740
1894,CS3006,2015-03-03,24,1732
1895,CS3007,2014-06-06,16,1127
1896,CS3008,2015-02-13,24,1788
1897,CS3009,2015-03-09,14,895
1898,CS3010,2015-03-16,26,1862
1899,CS3011,2014-12-14,28,1890
1900,CS3012,2015-02-03,24,1688
1901,CS3013,2015-03-09,35,2259
1902,CS3014,2014-12-26,23,1641
1903,CS3015,2015-03-04,24,1601
1904,CS3016,2014-04-25,9,634
1905,CS3017,2014-07-03,19,1424
1906,CS3018,2014-06-01,19,1190
1907,CS3019,2015-02-01,23,1593
1908,CS3020,2015-03-06,23,1486
1909,CS3021,2015-01-02,13,871
1910,CS3022,2015-01-17,21,1469
1911,CS3023,2015-01-04,19,1242
1912,CS3024,2014-11-06,24,1738
1913,CS3025,2014-12-28,13,960
1914,CS3026,2015-02-10,21,1409
1915,CS3027,2015-02-09,19,1345
1916,CS3028,2015-03-02,31,2214
1917,CS3029,2015-01-03,24,1705
1918,CS3030,2015-01-31,23,1579
1919,CS3031,2015-02-19,20,1407
1920,CS3032,2015-03-05,17,1305
1921,CS3033,2014-11-09,14,981
1922,CS3034,2014-12-22,22,1555
1923,CS3035,2014-11-11,20,1365
1924,CS3036,2015-02-16,23,1587
1925,CS3037,2015-01-24,21,1324
1926,CS3038,2015-02-16,17,1283
1927,CS3039,2015-02-20,17,1296
1928,CS3040,2015-02-24,17,1266
1929,CS3041,2015-03-11,22,1397
1930,CS3042,2015-02-10,14,936
1931,CS3043,2014-12-02,17,1154
1932,CS3044,2015-03-12,22,1576
1933,CS3045,2015-01-16,18,1351
1934,CS3046,2015-01-13,22,1631
1935,CS3047,2015-01-07,25,1729
1936,CS3048,2015-01-29,11,693
1937,CS3049,2015-03-02,21,1333
1938,CS3050,2014-12-06,20,1206
1939,CS3051,2014-11-23,19,1375
1940,CS3052,2015-02-04,26,1811
1941,CS3053,2015-01-14,15,1311
1942,CS3054,2015-02-23,14,1028
1943,CS3055,2015-01-14,21,1542
1944,CS3056,2014-11-10,17,1169
1945,CS3057,2014-12-05,13,924
1946,CS3058,2015-03-04,25,1810
1947,CS3059,2014-12-17,18,1349
1948,CS3060,2014-11-28,24,1763
1949,CS3061,2015-01-13,23,1749
1950,CS3062,2015-01-18,21,1546
1951,CS3063,2014-12-01,14,919
1952,CS3064,2014-02-28,22,1425
1953,CS3065,2014-11-07,16,967
1954,CS3066,2014-12-24,19,1273
1955,CS3067,2015-02-27,22,1450
1956,CS3068,2015-01-21,18,1181
1957,CS3069,2015-01-28,22,1487
1958,CS3070,2015-01-25,21,1433
1959,CS3071,2015-02-22,23,1642
1960,CS3072,2015-01-16,18,1154
1961,CS3073,2015-02-13,27,1940
1962,CS3074,2015-01-08,22,1794
1963,CS3075,2015-03-13,19,1261
1964,CS3076,2015-02-21,21,1605
1965,CS3077,2015-01-05,29,1977
1966,CS3078,2015-03-10,17,1021
1967,CS3079,2014-11-03,24,1535
1968,CS3080,2015-03-03,24,1596
1969,CS3081,2014-12-15,21,1472
1970,CS3082,2014-12-27,21,1400
1971,CS3083,2015-01-02,17,1069
1972,CS3084,2014-05-19,12,904
1973,CS3085,2014-11-21,23,1618
1974,CS3086,2015-02-04,23,1561
1975,CS3087,2014-12-27,16,1007
1976,CS3088,2014-09-03,16,1106
1977,CS3089,2014-11-23,14,1050
1978,CS3090,2014-12-26,18,1198
1979,CS3091,2014-10-08,14,881
1980,CS3092,2014-12-22,21,1594
1981,CS3093,2015-02-16,21,1383
1982,CS3094,2014-06-18,15,1121
1983,CS3095,2014-11-04,24,1634
1984,CS3096,2015-01-24,18,1325
1985,CS3097,2014-09-30,19,1296
1986,CS3098,2014-08-24,21,1359
1987,CS3099,2014-11-27,17,1112
1988,CS3100,2015-03-03,18,1437
1989,CS3101,2015-03-09,30,2106
1990,CS3102,2014-11-21,14,1031
1991,CS3103,2015-03-13,16,1006
1992,CS3104,2014-10-11,17,1174
1993,CS3105,2015-02-21,21,1432
1994,CS3106,2014-10-19,18,1270
1995,CS3107,2015-02-15,17,1233
1996,CS3108,2014-06-22,16,1032
1997,CS3109,2015-03-09,20,1402
1998,CS3110,2014-11-15,19,1279
1999,CS3111,2014-08-18,21,1644
2000,CS3112,2014-11-16,20,1225
2001,CS3113,2014-11-18,12,937
2002,CS3114,2014-09-26,18,1173
2003,CS3115,2015-02-24,15,1074
2004,CS3116,2015-02-22,25,1918
2005,CS3117,2014-11-02,23,1562
2006,CS3118,2015-03-02,22,1436
2007,CS3119,2015-01-07,22,1642
2008,CS3120,2015-01-28,12,808
2009,CS3121,2015-03-10,23,1694
2010,CS3122,2015-02-13,23,1519
2011,CS3123,2015-03-03,23,1543
2012,CS3124,2014-11-17,19,1335
2013,CS3125,2015-01-06,14,1116
2014,CS3126,2014-10-11,20,1304
2015,CS3127,2015-03-16,26,1665
2016,CS3128,2014-12-19,23,1472
2017,CS3129,2015-03-10,27,1894
2018,CS3130,2015-02-23,24,1674
2019,CS3131,2015-03-10,28,2060
2020,CS3132,2015-03-12,22,1719
2021,CS3133,2014-08-20,14,892
2022,CS3134,2014-10-26,19,1203
2023,CS3135,2014-10-31,16,1097
2024,CS3136,2015-01-08,24,1629
2025,CS3137,2015-03-10,17,1201
2026,CS3138,2014-10-27,16,999
2027,CS3139,2015-03-03,23,1673
2028,CS3140,2014-08-22,12,852
2029,CS3141,2015-01-29,25,1772
2030,CS3142,2015-02-15,19,1463
2031,CS3143,2015-02-01,23,1432
2032,CS3144,2015-02-13,25,1808
2033,CS3145,2015-02-16,21,1339
2034,CS3146,2015-03-10,18,1316
2035,CS3147,2014-10-09,17,1211
2036,CS3148,2014-06-16,20,1474
2037,CS3149,2015-01-28,12,783
2038,CS3150,2015-02-26,16,1149
2039,CS3151,2015-01-02,18,1275
2040,CS3152,2014-12-15,15,924
2041,CS3153,2014-10-09,18,1331
2042,CS3154,2014-12-08,22,1478
2043,CS3155,2015-01-14,25,1858
2044,CS3156,2014-11-07,24,1624
2045,CS3157,2015-01-19,22,1686
2046,CS3158,2014-11-25,17,1229
2047,CS3159,2015-02-04,20,1462
2048,CS3160,2014-11-19,16,1019
2049,CS3161,2015-01-12,18,1253
2050,CS3162,2015-02-28,17,998
2051,CS3163,2015-01-12,31,2413
2052,CS3164,2014-11-27,29,1916
2053,CS3165,2014-11-21,30,2202
2054,CS3166,2015-03-02,25,1697
2055,CS3167,2014-12-24,18,1345
2056,CS3168,2015-02-14,14,962
2057,CS3169,2015-01-30,14,1061
2058,CS3170,2014-10-30,18,1178
2059,CS3171,2014-11-23,16,1205
2060,CS3172,2014-12-28,22,1465
2061,CS3173,2015-03-06,17,1085
2062,CS3174,2015-01-25,23,1581
2063,CS3175,2015-01-20,13,954
2064,CS3176,2015-03-06,16,895
2065,CS3177,2015-01-30,18,1246
2066,CS3178,2015-02-01,21,1543
2067,CS3179,2015-01-13,24,1572
2068,CS3180,2014-11-17,25,1911
2069,CS3181,2014-08-18,22,1593
2070,CS3182,2015-02-20,25,1630
2071,CS3183,2015-01-02,21,1370
2072,CS3184,2015-02-20,20,1578
2073,CS3185,2014-10-14,13,939
2074,CS3186,2014-12-15,21,1581
2075,CS3187,2015-01-30,21,1487
2076,CS3188,2014-12-17,18,1188
2077,CS3189,2015-02-01,24,1652
2078,CS3190,2015-01-18,23,1684
2079,CS3191,2015-01-21,23,1478
2080,CS3192,2014-12-27,12,891
2081,CS3193,2015-03-15,19,1288
2082,CS3194,2015-02-28,22,1459
2083,CS3195,2015-03-01,27,1743
2084,CS3196,2014-12-19,22,1540
2085,CS3197,2014-10-27,16,1176
2086,CS3198,2015-02-19,24,1742
2087,CS3199,2015-01-30,24,1542
2088,CS3200,2014-10-22,14,1015
2089,CS3201,2014-12-16,26,2014
2090,CS3202,2015-01-14,21,1565
2091,CS3203,2014-12-13,18,1319
2092,CS3204,2015-01-20,19,1154
2093,CS3205,2015-03-16,23,1522
2094,CS3206,2015-03-14,18,1256
2095,CS3207,2015-02-09,20,1322
2096,CS3208,2014-08-16,15,1123
2097,CS3209,2015-01-22,23,1707
2098,CS3210,2015-01-31,24,1772
2099,CS3211,2015-02-08,11,741
2100,CS3212,2014-11-17,21,1689
2101,CS3213,2014-10-19,24,1446
2102,CS3214,2014-12-29,21,1464
2103,CS3215,2015-01-14,16,1128
2104,CS3216,2015-01-15,22,1597
2105,CS3217,2015-03-11,19,1506
2106,CS3218,2015-03-10,22,1717
2107,CS3219,2015-01-12,23,1654
2108,CS3220,2015-03-15,20,1429
2109,CS3221,2014-10-19,28,2159
2110,CS3222,2015-03-02,25,1828
2111,CS3223,2014-10-09,24,1699
2112,CS3224,2015-01-31,26,1751
2113,CS3225,2014-10-11,16,1204
2114,CS3226,2014-07-20,17,1183
2115,CS3227,2014-11-30,21,1545
2116,CS3228,2014-12-05,28,2047
2117,CS3229,2015-02-01,27,1754
2118,CS3230,2014-11-17,19,1222
2119,CS3231,2014-12-20,19,1314
2120,CS3232,2014-12-31,21,1562
2121,CS3233,2015-02-23,16,1177
2122,CS3234,2015-03-12,26,1707
2123,CS3235,2015-01-18,13,790
2124,CS3236,2015-03-13,15,995
2125,CS3237,2015-02-24,22,1545
2126,CS3238,2015-03-16,21,1529
2127,CS3239,2014-10-02,13,769
2128,CS3240,2014-11-28,16,1016
2129,CS3241,2014-11-28,17,1257
2130,CS3242,2015-01-21,24,1843
2131,CS3243,2014-12-23,18,1358
2132,CS3244,2014-08-15,15,1095
2133,CS3245,2014-11-02,20,1321
2134,CS3246,2015-02-25,15,1012
2135,CS3247,2014-10-17,21,1597
2136,CS3248,2015-01-20,14,823
2137,CS3249,2015-01-08,28,1868
2138,CS3250,2015-01-13,18,1217
2139,CS3251,2015-03-09,18,1162
2140,CS3252,2015-02-14,15,1039
2141,CS3253,2014-12-28,19,1241
2142,CS3254,2015-01-21,21,1443
2143,CS3255,2014-12-31,19,1197
2144,CS3256,2014-10-05,20,1384
2145,CS3257,2015-01-19,16,1135
2146,CS3258,2014-12-05,20,1348
2147,CS3259,2015-01-27,23,1674
2148,CS3260,2015-02-06,21,1654
2149,CS3261,2014-04-30,16,1047
2150,CS3262,2015-02-26,22,1555
2151,CS3263,2015-01-15,20,1415
2152,CS3264,2015-02-09,17,1271
2153,CS3265,2014-11-05,20,1292
2154,CS3266,2014-07-15,16,973
2155,CS3267,2015-01-02,20,1393
2156,CS3268,2014-10-20,22,1685
2157,CS3269,2014-11-01,13,882
2158,CS3270,2015-03-13,33,2349
2159,CS3271,2015-02-04,26,1747
2160,CS3272,2015-01-20,19,1393
2161,CS3273,2015-03-12,18,1190
2162,CS3274,2015-01-28,26,1824
2163,CS3275,2015-03-12,18,1126
2164,CS3276,2015-02-24,24,1626
2165,CS3277,2015-01-16,20,1431
2166,CS3278,2015-03-03,27,1866
2167,CS3279,2015-03-15,21,1331
2168,CS3280,2015-01-04,18,1253
2169,CS3281,2014-12-03,15,961
2170,CS3282,2015-02-17,17,1239
2171,CS3283,2015-01-06,20,1338
2172,CS3284,2015-02-11,17,1139
2173,CS3285,2014-08-22,21,1619
2174,CS3286,2014-12-29,18,1150
2175,CS3287,2015-02-21,19,1297
2176,CS3288,2014-08-17,21,1496
2177,CS3289,2015-01-06,26,1963
2178,CS3290,2015-01-18,23,1639
2179,CS3291,2015-02-17,26,1994
2180,CS3292,2015-02-09,21,1592
2181,CS3293,2014-10-28,14,1000
2182,CS3294,2015-03-16,18,1225
2183,CS3295,2015-01-07,23,1655
2184,CS3296,2015-02-06,24,1560
2185,CS3297,2014-11-10,15,979
2186,CS3298,2015-03-16,23,1574
2187,CS3299,2014-12-08,23,1509
2188,CS3300,2015-03-08,16,966
2189,CS3301,2014-12-27,25,1668
2190,CS3302,2015-02-13,24,1702
2191,CS3303,2014-12-29,13,834
2192,CS3304,2014-09-23,24,1634
2193,CS3305,2015-02-18,23,1549
2194,CS3306,2015-02-25,14,1018
2195,CS3307,2015-01-14,13,1037
2196,CS3308,2015-01-31,14,975
2197,CS3309,2015-01-13,16,1159
2198,CS3310,2014-12-10,22,1595
2199,CS3311,2015-02-04,26,1850
2200,CS3312,2014-09-07,13,937
2201,CS3313,2015-01-08,23,1561
2202,CS3314,2015-02-20,15,1048
2203,CS3315,2015-03-01,26,1805
2204,CS3316,2015-03-16,16,1176
2205,CS3317,2015-03-09,8,565
2206,CS3318,2014-08-27,19,1437
2207,CS3319,2015-01-28,14,833
2208,CS3320,2015-02-07,14,928
2209,CS3321,2015-03-13,22,1487
2210,CS3322,2015-01-27,23,1814
2211,CS3323,2014-12-28,17,1145
2212,CS3324,2015-02-24,27,1905
2213,CS3325,2014-11-08,19,1194
2214,CS3326,2015-01-05,23,1588
2215,CS3327,2014-08-20,26,1843
2216,CS3328,2015-01-16,18,1260
2217,CS3329,2014-10-04,18,1164
2218,CS3330,2015-01-27,23,1490
2219,CS3331,2014-06-25,16,1124
2220,CS3332,2015-01-19,18,1441
2221,CS3333,2015-01-23,18,1300
2222,CS3334,2015-02-11,20,1339
2223,CS3335,2015-03-14,22,1651
2224,CS3336,2015-03-05,17,1167
2225,CS3337,2014-09-28,25,1579
2226,CS3338,2015-02-03,16,1092
2227,CS3339,2015-03-02,26,1966
2228,CS3340,2015-02-21,21,1399
2229,CS3341,2015-01-31,15,970
2230,CS3342,2015-02-21,18,1348
2231,CS3343,2014-12-01,24,1600
2232,CS3344,2014-09-23,11,769
2233,CS3345,2015-01-06,19,1399
2234,CS3346,2014-07-19,18,1430
2235,CS3347,2014-12-21,19,1297
2236,CS3348,2015-02-23,28,2024
2237,CS3349,2014-12-21,20,1483
2238,CS3350,2015-03-11,18,1300
2239,CS3351,2014-12-27,20,1370
2240,CS3352,2015-01-26,16,1190
2241,CS3353,2015-03-09,26,1823
2242,CS3354,2015-02-03,16,963
2243,CS3355,2015-02-23,30,2118
2244,CS3356,2015-01-10,31,2221
2245,CS3357,2014-11-08,22,1482
2246,CS3358,2014-04-19,23,1613
2247,CS3359,2015-03-06,25,1712
2248,CS3360,2014-10-13,22,1410
2249,CS3361,2014-10-17,17,1225
2250,CS3362,2014-11-13,30,2303
2251,CS3363,2014-12-11,23,1570
2252,CS3364,2015-01-02,15,1082
2253,CS3365,2014-10-13,23,1747
2254,CS3366,2015-02-08,24,1869
2255,CS3367,2015-01-31,16,1274
2256,CS3368,2015-02-19,26,1658
2257,CS3369,2015-01-30,25,1731
2258,CS3370,2015-03-12,9,616
2259,CS3371,2015-01-14,25,1820
2260,CS3372,2015-03-05,23,1642
2261,CS3373,2015-03-16,25,1597
2262,CS3374,2015-01-10,18,1195
2263,CS3375,2015-01-06,18,1159
2264,CS3376,2015-02-23,18,1149
2265,CS3377,2015-01-15,23,1892
2266,CS3378,2014-12-10,10,749
2267,CS3379,2014-12-04,14,1078
2268,CS3380,2014-11-24,15,1114
2269,CS3381,2014-10-07,14,982
2270,CS3382,2015-03-04,24,1666
2271,CS3383,2015-03-01,26,1764
2272,CS3384,2015-03-07,21,1526
2273,CS3385,2015-01-19,13,778
2274,CS3386,2014-09-24,20,1430
2275,CS3387,2015-02-20,13,1064
2276,CS3388,2015-02-15,22,1337
2277,CS3389,2014-11-07,16,1132
2278,CS3390,2015-01-07,17,1208
2279,CS3391,2014-11-21,19,1459
2280,CS3392,2014-12-03,16,1169
2281,CS3393,2015-02-26,14,976
2282,CS3394,2014-12-28,17,1365
2283,CS3395,2015-02-15,11,637
2284,CS3396,2015-02-17,17,1102
2285,CS3397,2015-01-07,20,1406
2286,CS3398,2015-02-14,21,1581
2287,CS3399,2014-07-20,17,1206
2288,CS3400,2015-02-27,24,1615
2289,CS3401,2015-03-09,20,1460
2290,CS3402,2014-12-12,18,1246
2291,CS3403,2015-03-10,22,1536
2292,CS3404,2015-03-03,21,1545
2293,CS3405,2015-01-04,12,837
2294,CS3406,2015-01-10,23,1506
2295,CS3407,2015-01-14,15,1025
2296,CS3408,2015-03-10,21,1515
2297,CS3409,2015-02-13,27,2106
2298,CS3410,2015-03-10,26,1942
2299,CS3411,2015-03-02,21,1556
2300,CS3412,2014-11-07,18,1349
2301,CS3413,2015-03-10,13,936
2302,CS3414,2015-01-19,28,2105
2303,CS3415,2015-03-07,22,1682
2304,CS3416,2015-02-23,20,1441
2305,CS3417,2015-03-10,29,1954
2306,CS3418,2015-02-07,17,1200
2307,CS3419,2015-02-04,22,1635
2308,CS3420,2015-03-11,28,1768
2309,CS3421,2015-02-26,24,1617
2310,CS3422,2014-06-11,14,930
2311,CS3423,2015-02-18,17,1165
2312,CS3424,2015-02-18,17,1219
2313,CS3425,2015-02-22,20,1366
2314,CS3426,2015-01-29,28,1896
2315,CS3427,2015-03-02,16,1174
2316,CS3428,2014-10-25,22,1553
2317,CS3429,2014-10-20,22,1599
2318,CS3430,2015-01-12,15,1006
2319,CS3431,2014-11-19,22,1661
2320,CS3432,2015-01-06,16,1092
2321,CS3433,2015-02-25,20,1354
2322,CS3434,2014-09-17,21,1429
2323,CS3435,2015-02-03,16,1041
2324,CS3436,2014-11-23,17,1256
2325,CS3437,2015-02-06,17,1329
2326,CS3438,2014-08-28,17,1175
2327,CS3439,2015-02-02,21,1320
2328,CS3440,2015-03-04,29,1905
2329,CS3441,2014-12-25,26,1721
2330,CS3442,2015-03-07,26,1850
