,customer_id,trans_date,tran_amount,response
17934,CS5466,2014-03-31,54,0
17935,CS3704,2014-08-08,97,1
17936,CS3842,2014-08-13,40,0
17937,CS1736,2012-05-21,89,1
17938,CS4649,2015-03-09,86,0
17939,CS4037,2013-04-18,38,0
17940,CS6080,2014-12-18,63,0
17941,CS4453,2012-11-26,91,0
17942,CS5759,2013-08-11,85,0
17943,CS3514,2015-01-11,49,1
17944,CS2850,2015-02-18,40,0
17945,CS5212,2012-02-14,37,0
17946,CS4973,2013-07-23,88,1
17947,CS2845,2014-04-25,45,0
17948,CS1499,2013-03-30,69,0
17949,CS4914,2011-09-25,61,1
17950,CS1972,2011-10-19,54,0
17951,CS5818,2013-02-10,75,0
17952,CS2249,2013-09-20,99,0
17953,CS5473,2012-06-15,65,0
17954,CS1227,2014-03-23,79,0
17955,CS4012,2013-02-01,63,0
17956,CS6095,2011-08-27,62,0
17957,CS5329,2011-11-15,81,0
17958,CS3290,2015-01-18,61,0
17959,CS2094,2012-01-09,46,0
17960,CS1512,2013-11-05,88,0
17961,CS1262,2012-12-09,85,0
17962,CS5244,2015-01-28,96,0
17963,CS5148,2012-07-04,45,0
17964,CS2571,2013-03-12,97,0
17965,CS5080,2012-04-05,78,0
17966,CS1155,2012-04-03,55,0
17967,CS2882,2012-03-03,93,0
17968,CS4075,2012-10-29,73,0
17969,CS3473,2013-01-04,90,1
17970,CS1454,2012-11-15,58,0
17971,CS3052,2012-09-07,53,1
17972,CS2020,2014-08-17,51,0
17973,CS5044,2013-10-19,51,1
17974,CS1561,2015-02-10,61,0
17975,CS3163,2014-11-11,84,0
17976,CS4303,2014-04-27,45,1
17977,CS1719,2012-06-21,93,0
17978,CS2292,2014-07-26,37,1
17979,CS3787,2014-02-09,97,0
17980,CS4056,2013-04-25,90,0
17981,CS2800,2011-12-07,59,0
17982,CS1149,2015-03-01,89,0
17983,CS1536,2012-10-27,47,0
17984,CS2360,2015-02-06,35,0
17985,CS4741,2014-12-26,71,0
17986,CS2277,2014-07-05,60,0
17987,CS6020,2011-07-09,37,0
17988,CS4722,2014-12-05,49,0
17989,CS3183,2014-09-03,60,0
17990,CS5787,2011-06-14,91,0
17991,CS3940,2014-09-01,54,0
17992,CS5847,2012-03-02,89,0
17993,CS3130,2015-01-31,98,0
17994,CS3031,2015-02-19,43,0
17995,CS1335,2014-09-19,50,0
17996,CS3638,2014-10-13,54,0
17997,CS1322,2013-07-01,71,0
17998,CS5382,2012-03-13,100,1
17999,CS6074,2012-07-14,77,0
18000,CS2054,2012-03-13,102,0
18001,CS2900,2013-05-30,69,0
18002,CS5256,2011-05-19,49,0
18003,CS4576,2013-08-27,81,0
18004,CS3670,2012-03-06,75,0
18005,CS5485,2013-05-21,52,0
18006,CS3587,2012-01-23,58,0
18007,CS2804,2013-03-11,44,0
18008,CS4393,2012-07-09,76,0
18009,CS5738,2013-07-18,40,0
18010,CS4423,2012-09-08,45,0
18011,CS2493,2011-07-16,84,0
18012,CS1634,2013-06-30,103,0
18013,CS2399,2013-12-20,90,0
18014,CS3361,2012-11-14,77,1
18015,CS5199,2014-07-23,93,0
18016,CS1927,2013-05-15,43,0
18017,CS5042,2015-01-09,71,0
18018,CS3984,2012-03-02,37,0
18019,CS1353,2013-07-27,44,0
18020,CS5648,2013-12-27,89,0
18021,CS1701,2011-08-03,83,0
18022,CS4066,2014-07-10,43,0
18023,CS1423,2011-08-20,59,0
18024,CS3492,2012-02-24,45,0
18025,CS4253,2014-10-15,49,0
18026,CS3264,2015-02-09,101,0
18027,CS4654,2014-04-10,99,0
18028,CS4433,2015-01-05,71,0
18029,CS1729,2014-12-30,64,0
18030,CS2343,2013-10-26,38,0
18031,CS3397,2011-08-18,92,0
18032,CS2126,2013-06-16,50,0
18033,CS1494,2012-05-16,54,0
18034,CS4725,2014-05-29,79,0
18035,CS2845,2012-10-03,98,0
18036,CS2814,2012-05-24,102,0
18037,CS4454,2013-01-31,79,0
18038,CS4816,2011-11-24,68,0
18039,CS2469,2014-02-06,88,0
18040,CS5492,2013-04-13,51,0
18041,CS4440,2014-11-19,78,0
18042,CS5135,2011-08-09,81,0
18043,CS2853,2011-07-05,86,0
18044,CS3183,2015-01-02,77,0
18045,CS2262,2014-11-22,79,0
18046,CS2911,2015-02-04,69,0
18047,CS2915,2012-10-02,63,0
18048,CS1941,2011-06-23,62,0
18049,CS1301,2011-06-01,82,0
18050,CS5209,2012-10-24,103,0
18051,CS6108,2012-07-15,63,0
18052,CS5283,2014-12-06,52,0
18053,CS2342,2012-08-24,56,0
18054,CS6086,2014-03-01,44,1
18055,CS3775,2012-05-11,36,0
18056,CS2476,2013-02-21,62,0
18057,CS4149,2011-07-21,51,0
18058,CS3918,2013-04-30,90,0
18059,CS3358,2012-08-10,69,0
18060,CS3242,2014-04-29,55,0
18061,CS5306,2013-11-10,72,0
18062,CS5170,2014-10-05,72,0
18063,CS3588,2012-11-06,73,0
18064,CS5048,2012-01-11,48,0
18065,CS5068,2011-09-08,49,0
18066,CS6085,2014-04-14,66,0
18067,CS1162,2012-06-17,35,0
18068,CS3286,2011-10-02,101,0
18069,CS3205,2012-02-13,60,0
18070,CS3835,2011-09-27,60,0
18071,CS3457,2014-06-17,80,0
18072,CS1855,2014-05-21,47,0
18073,CS4531,2011-07-22,82,0
18074,CS3052,2014-05-08,48,1
18075,CS4966,2011-10-11,35,0
18076,CS1740,2014-08-09,101,1
18077,CS4856,2013-04-14,79,0
18078,CS3271,2011-11-28,90,0
18079,CS5365,2014-04-12,85,0
18080,CS5214,2014-01-04,104,0
18081,CS3673,2014-08-07,77,0
18082,CS5674,2014-12-17,71,0
18083,CS5021,2011-12-20,58,0
18084,CS3711,2012-12-16,85,0
18085,CS4350,2014-03-18,69,1
18086,CS4448,2012-03-01,79,0
18087,CS2174,2013-12-24,67,0
18088,CS5599,2011-05-31,43,1
18089,CS3285,2013-10-16,69,0
18090,CS2680,2012-05-18,83,0
18091,CS5863,2013-04-09,46,0
18092,CS4308,2013-06-02,76,0
18093,CS2842,2011-08-26,75,0
18094,CS5635,2014-12-18,57,0
18095,CS3387,2014-07-19,101,0
18096,CS2184,2013-06-16,61,0
18097,CS5789,2012-04-03,38,0
18098,CS2810,2014-08-16,38,0
18099,CS4258,2012-05-27,86,0
18100,CS5330,2015-01-05,84,0
18101,CS2861,2014-12-07,97,0
18102,CS3115,2012-06-07,80,0
18103,CS5748,2013-12-10,98,0
18104,CS1254,2011-05-19,105,0
18105,CS2940,2012-08-17,94,0
18106,CS5342,2015-03-11,41,0
18107,CS2883,2013-10-12,66,0
18108,CS2935,2015-02-20,61,0
18109,CS2318,2014-11-22,45,1
18110,CS5825,2013-08-30,80,0
18111,CS1944,2012-12-10,72,0
18112,CS2258,2012-02-26,85,1
18113,CS4617,2012-12-16,100,0
18114,CS3434,2014-09-15,70,0
18115,CS5254,2011-08-09,69,0
18116,CS4574,2012-08-19,104,0
18117,CS4385,2011-12-21,74,0
18118,CS4285,2012-09-20,101,0
18119,CS3763,2011-05-24,82,0
18120,CS3219,2012-07-30,67,0
18121,CS2195,2012-02-01,91,0
18122,CS5993,2014-10-04,64,0
18123,CS1227,2014-07-24,51,0
18124,CS3204,2014-06-25,40,0
18125,CS2888,2011-08-12,62,0
18126,CS2030,2012-11-28,65,0
18127,CS1605,2012-05-03,42,0
18128,CS1792,2013-02-11,72,0
18129,CS5499,2012-07-20,83,0
18130,CS2723,2011-07-31,101,0
18131,CS4233,2015-02-27,102,0
18132,CS3037,2013-12-05,89,0
18133,CS3898,2012-10-05,95,1
18134,CS2561,2013-11-04,36,0
18135,CS4244,2012-08-22,51,0
18136,CS2864,2013-11-29,45,0
18137,CS4466,2013-06-28,102,1
18138,CS4663,2014-05-17,87,0
18139,CS2214,2011-09-13,105,0
18140,CS2526,2011-10-05,101,0
18141,CS4495,2012-01-25,46,0
18142,CS2887,2012-04-27,72,0
18143,CS2983,2014-09-10,100,0
18144,CS4853,2014-03-17,46,0
18145,CS4601,2011-11-01,101,0
18146,CS3885,2013-04-17,95,0
18147,CS2279,2013-01-13,93,0
18148,CS3975,2011-11-29,56,0
18149,CS5088,2011-05-16,86,0
18150,CS2432,2014-03-25,46,0
18151,CS5221,2011-05-20,60,0
18152,CS5461,2011-12-14,72,1
18153,CS2283,2013-09-10,56,0
18154,CS5998,2011-11-19,87,1
18155,CS2343,2011-08-11,97,0
18156,CS3091,2012-07-08,71,0
18157,CS4987,2013-06-01,56,0
18158,CS1362,2014-09-21,96,0
18159,CS5176,2013-05-02,103,1
18160,CS3897,2012-03-03,97,0
18161,CS4094,2011-06-26,94,0
18162,CS3026,2012-08-19,60,0
18163,CS6085,2013-08-16,44,0
18164,CS5860,2012-12-30,85,0
18165,CS3020,2013-11-29,43,0
18166,CS2004,2013-02-20,73,0
18167,CS4037,2011-10-14,79,0
18168,CS5149,2014-11-14,70,0
18169,CS1378,2011-09-27,87,0
18170,CS1463,2011-07-30,47,0
18171,CS2008,2014-12-25,55,1
18172,CS5148,2014-08-02,104,0
18173,CS1294,2014-02-01,74,0
18174,CS3333,2012-04-28,86,0
18175,CS3844,2012-01-16,78,0
18176,CS4395,2012-06-23,85,0
18177,CS4074,2014-07-10,36,0
18178,CS5527,2012-11-07,65,0
18179,CS4091,2013-04-11,64,0
18180,CS3999,2012-01-14,50,1
18181,CS1922,2012-01-08,44,0
18182,CS1964,2012-01-25,71,1
18183,CS3301,2013-11-11,60,0
18184,CS6084,2014-01-01,53,0
18185,CS3115,2013-08-21,67,0
18186,CS2643,2013-08-24,101,0
18187,CS3895,2011-08-09,35,0
18188,CS3874,2013-07-17,59,0
18189,CS4324,2014-01-31,88,0
18190,CS1147,2012-11-25,83,0
18191,CS3539,2013-02-20,51,0
18192,CS5845,2014-02-27,105,0
18193,CS2083,2012-04-03,57,0
18194,CS2558,2014-02-10,70,1
18195,CS2375,2014-10-06,63,0
18196,CS4782,2012-09-05,43,0
18197,CS4627,2012-01-24,81,0
18198,CS5847,2015-01-01,76,0
18199,CS2777,2013-04-27,70,0
18200,CS2955,2014-04-17,90,0
18201,CS2283,2013-05-27,40,0
18202,CS4187,2014-10-04,83,0
18203,CS3441,2012-07-21,67,0
18204,CS2385,2011-06-11,36,1
18205,CS3110,2013-12-17,47,0
18206,CS2393,2012-12-11,63,0
18207,CS2283,2013-05-02,96,0
18208,CS2089,2013-02-09,35,0
18209,CS4557,2011-10-14,47,0
18210,CS4496,2011-08-18,78,0
18211,CS4398,2012-09-05,60,0
18212,CS4031,2013-05-01,38,0
18213,CS3249,2011-06-27,51,1
18214,CS5536,2011-10-20,60,0
18215,CS4837,2011-09-04,95,0
18216,CS4373,2012-04-02,68,0
18217,CS4829,2012-10-18,88,0
18218,CS1800,2012-02-06,69,0
18219,CS3532,2011-06-09,104,0
18220,CS4555,2014-10-09,47,0
18221,CS4237,2011-06-03,57,0
18222,CS1229,2011-08-28,55,0
18223,CS4826,2014-04-25,41,0
18224,CS1956,2014-05-10,97,0
18225,CS5757,2014-04-20,52,0
18226,CS4326,2012-03-19,66,0
18227,CS4016,2012-11-04,78,1
18228,CS1756,2012-12-23,76,0
18229,CS1385,2012-10-10,95,1
18230,CS5677,2013-05-14,77,0
18231,CS3595,2011-09-16,60,1
18232,CS2534,2014-11-24,79,0
18233,CS4627,2013-02-23,68,0
18234,CS3898,2012-02-10,47,1
18235,CS1454,2014-02-12,82,0
18236,CS4353,2015-01-06,105,0
18237,CS5800,2014-08-17,96,0
18238,CS2135,2013-08-28,68,0
18239,CS3014,2013-05-19,86,1
18240,CS5720,2014-07-04,69,0
18241,CS3425,2011-12-28,52,0
18242,CS4855,2011-08-21,65,0
18243,CS4714,2012-11-20,39,0
18244,CS2885,2014-10-24,89,0
18245,CS4493,2011-07-03,100,0
18246,CS5749,2012-02-05,93,0
18247,CS1440,2012-12-27,83,0
18248,CS2870,2014-04-01,85,0
18249,CS3340,2014-03-02,68,1
18250,CS5334,2013-05-16,104,0
18251,CS3409,2011-11-15,73,1
18252,CS4868,2013-07-31,45,0
18253,CS3263,2012-08-09,62,0
18254,CS1685,2014-06-06,69,0
18255,CS4858,2013-08-29,74,0
18256,CS5353,2013-03-15,47,0
18257,CS4860,2014-02-12,104,0
18258,CS5367,2013-05-19,58,1
18259,CS4079,2013-01-20,69,0
18260,CS5965,2012-01-06,52,1
18261,CS2492,2013-10-15,90,0
18262,CS3805,2012-03-31,68,0
18263,CS3080,2012-12-12,57,0
18264,CS3327,2013-09-13,84,0
18265,CS4206,2014-02-02,59,0
18266,CS2501,2011-10-18,102,1
18267,CS2086,2013-07-24,88,0
18268,CS2178,2014-08-02,54,0
18269,CS3125,2015-01-06,77,0
18270,CS3010,2012-12-05,63,0
18271,CS5032,2013-12-19,82,0
18272,CS5900,2014-01-18,59,0
18273,CS1548,2013-05-25,99,0
18274,CS5195,2013-06-29,103,1
18275,CS3998,2014-03-15,35,0
18276,CS5842,2013-08-07,64,0
18277,CS4394,2013-04-22,67,0
18278,CS1446,2014-07-25,99,0
18279,CS2612,2014-12-27,102,0
18280,CS1144,2012-11-19,104,0
18281,CS4815,2012-07-30,105,0
18282,CS5267,2013-10-12,54,1
18283,CS2931,2012-12-25,80,1
18284,CS2707,2012-05-02,83,0
18285,CS4891,2011-07-28,92,0
18286,CS4295,2012-05-08,96,0
18287,CS6104,2011-09-14,100,0
18288,CS5638,2011-10-16,85,0
18289,CS4202,2015-01-16,79,0
18290,CS5494,2011-12-31,42,0
18291,CS1293,2011-10-18,36,1
18292,CS5033,2012-03-17,95,0
18293,CS6047,2014-10-16,48,0
18294,CS3384,2013-10-28,59,0
18295,CS4011,2014-07-14,50,0
18296,CS4702,2012-04-26,73,1
18297,CS2640,2011-06-11,38,0
18298,CS4321,2012-06-29,63,0
18299,CS5322,2014-08-26,89,0
18300,CS5400,2014-04-09,75,0
18301,CS3165,2011-10-07,85,0
18302,CS5489,2011-08-01,97,0
18303,CS3004,2014-06-09,104,0
18304,CS1165,2013-06-24,43,0
18305,CS2736,2014-11-04,70,0
18306,CS2206,2011-11-05,82,0
18307,CS2249,2013-02-20,102,0
18308,CS4146,2012-03-05,45,0
18309,CS3431,2014-09-29,54,0
18310,CS5892,2011-05-21,89,0
18311,CS3910,2014-01-17,65,0
18312,CS4405,2013-08-04,71,0
18313,CS3870,2012-07-13,65,0
18314,CS4910,2014-02-09,63,0
18315,CS5513,2011-06-04,58,0
18316,CS1156,2014-07-17,99,0
18317,CS4106,2014-07-27,66,1
18318,CS3037,2014-06-03,39,0
18319,CS3196,2013-12-04,58,0
18320,CS4902,2012-08-01,87,1
18321,CS5326,2013-02-28,58,1
18322,CS4831,2013-10-06,69,0
18323,CS4241,2012-02-01,55,0
18324,CS1531,2014-06-07,99,0
18325,CS4503,2014-09-22,79,1
18326,CS3777,2013-10-06,98,0
18327,CS1297,2011-05-24,105,0
18328,CS4261,2014-04-08,61,0
18329,CS6075,2013-03-20,54,0
18330,CS5201,2013-12-17,81,0
18331,CS2169,2015-01-27,74,0
18332,CS4417,2011-11-21,102,0
18333,CS3712,2014-04-25,92,0
18334,CS3539,2012-01-27,53,0
18335,CS2369,2014-05-03,45,0
18336,CS3129,2014-01-22,96,0
18337,CS5898,2012-07-15,78,0
18338,CS3558,2013-12-14,72,0
18339,CS4640,2013-04-08,79,0
18340,CS6033,2011-09-06,103,0
18341,CS3585,2015-02-08,71,0
18342,CS5038,2013-06-13,88,0
18343,CS3139,2011-10-09,56,0
18344,CS2024,2012-04-15,70,0
18345,CS5514,2013-07-20,91,1
18346,CS2559,2013-02-14,93,0
18347,CS5406,2013-10-10,45,1
18348,CS2052,2012-04-20,67,0
18349,CS5957,2012-08-26,49,0
18350,CS5968,2012-09-25,48,0
18351,CS1666,2013-09-02,44,0
18352,CS5472,2013-02-01,95,0
18353,CS2925,2013-05-10,75,0
18354,CS3526,2014-02-24,68,0
18355,CS2042,2012-04-29,75,0
18356,CS1533,2014-10-29,62,0
18357,CS2035,2014-04-10,77,0
18358,CS3709,2014-07-10,90,0
18359,CS1171,2014-06-27,89,0
18360,CS2366,2013-04-20,40,0
18361,CS5583,2014-10-28,76,0
18362,CS5721,2013-07-29,54,0
18363,CS1350,2014-03-12,73,1
18364,CS1357,2014-08-21,42,0
18365,CS1648,2014-11-02,101,0
18366,CS3440,2012-10-15,73,0
18367,CS5813,2012-02-02,70,0
18368,CS5284,2014-10-27,64,0
18369,CS1819,2012-02-09,60,0
18370,CS5631,2014-07-01,37,0
18371,CS1483,2014-11-10,68,0
18372,CS5443,2014-08-03,52,0
18373,CS1865,2012-07-29,102,1
18374,CS5600,2014-04-05,76,0
18375,CS2290,2012-06-12,102,0
18376,CS5845,2012-11-01,90,0
18377,CS4134,2011-06-12,49,0
18378,CS5663,2011-05-20,98,1
18379,CS5162,2013-12-12,55,0
18380,CS2221,2014-01-23,63,0
18381,CS4455,2014-06-15,98,0
18382,CS5807,2012-08-10,99,1
18383,CS1871,2011-12-14,49,0
18384,CS3033,2011-07-03,66,0
18385,CS3284,2012-07-27,37,0
18386,CS1790,2011-06-04,58,0
18387,CS2551,2015-02-21,84,1
18388,CS2236,2012-10-07,65,0
18389,CS1826,2011-11-13,94,1
18390,CS4495,2014-08-19,86,0
18391,CS3268,2014-10-20,60,0
18392,CS2410,2012-10-18,35,0
18393,CS2355,2012-09-07,60,0
18394,CS4887,2013-03-17,74,0
18395,CS2900,2012-09-08,104,0
18396,CS5801,2014-09-18,49,0
18397,CS2215,2014-09-27,76,0
18398,CS2525,2015-01-14,76,1
18399,CS5801,2011-08-06,78,0
18400,CS5321,2012-03-24,45,0
18401,CS5568,2014-07-08,55,0
18402,CS4172,2012-02-03,65,0
18403,CS4281,2013-10-14,87,0
18404,CS2729,2013-11-08,86,0
18405,CS4941,2013-02-16,50,0
18406,CS4919,2012-04-22,68,0
18407,CS3042,2011-11-23,45,0
18408,CS5363,2012-09-22,48,0
18409,CS5011,2013-01-15,68,0
18410,CS5114,2011-08-14,96,0
18411,CS2001,2014-10-26,59,0
18412,CS1843,2014-01-02,58,0
18413,CS5695,2014-08-21,35,0
18414,CS5838,2013-10-12,105,0
18415,CS3514,2014-03-30,49,1
18416,CS2002,2013-04-11,72,1
18417,CS6015,2014-09-02,58,0
18418,CS1690,2014-03-10,99,0
18419,CS4686,2012-07-18,79,0
18420,CS1955,2012-02-18,38,0
18421,CS4136,2013-05-18,81,1
18422,CS3921,2011-12-11,86,0
18423,CS1552,2012-07-16,51,0
18424,CS3875,2011-06-06,50,1
18425,CS6061,2014-01-25,85,0
18426,CS1938,2013-09-03,89,0
18427,CS1548,2014-03-28,53,0
18428,CS4900,2011-07-21,89,0
18429,CS4127,2011-08-11,104,0
18430,CS3529,2013-07-05,84,0
18431,CS5888,2014-09-24,94,1
18432,CS2309,2013-12-09,36,0
18433,CS2521,2012-10-28,55,0
18434,CS4664,2014-07-17,74,0
18435,CS3224,2013-01-05,46,0
18436,CS1261,2012-09-10,78,0
18437,CS5339,2011-07-11,102,0
18438,CS3248,2015-01-20,46,0
18439,CS5978,2014-05-29,67,0
18440,CS2891,2012-06-18,62,1
18441,CS1691,2015-01-02,74,1
18442,CS3840,2012-02-26,101,0
18443,CS4034,2013-07-22,37,0
18444,CS2028,2012-05-10,54,0
18445,CS4660,2011-08-25,94,0
18446,CS4951,2014-04-01,58,0
18447,CS3652,2013-12-19,92,0
18448,CS3681,2013-10-06,73,0
18449,CS5086,2011-06-29,87,1
18450,CS4932,2014-09-29,90,0
18451,CS3655,2013-04-15,91,1
18452,CS4384,2012-09-26,63,0
18453,CS3396,2013-09-08,66,0
18454,CS1255,2012-06-12,97,0
18455,CS5170,2011-11-06,73,0
18456,CS4740,2014-01-12,45,0
18457,CS1402,2011-11-05,61,0
18458,CS3191,2014-02-22,35,0
18459,CS5780,2012-01-31,49,1
18460,CS2790,2012-08-28,79,0
18461,CS4602,2015-02-05,101,0
18462,CS5292,2014-11-02,66,1
18463,CS1398,2013-02-19,97,1
18464,CS2134,2014-01-02,100,0
18465,CS4512,2012-05-01,89,0
18466,CS4083,2012-08-09,104,0
18467,CS4640,2014-12-12,87,0
18468,CS5584,2013-08-11,63,0
18469,CS5580,2012-12-12,80,0
18470,CS3148,2013-06-26,44,0
18471,CS2667,2013-05-17,61,0
18472,CS3447,2014-12-16,100,0
18473,CS5192,2014-03-17,86,0
18474,CS1727,2012-11-19,76,0
18475,CS6002,2014-01-23,89,0
18476,CS1209,2015-01-08,93,0
18477,CS4597,2014-07-13,50,0
18478,CS3640,2014-08-24,42,0
18479,CS3459,2012-11-26,79,0
18480,CS3488,2014-04-06,76,0
18481,CS3207,2013-04-20,88,1
18482,CS4074,2013-10-10,88,0
18483,CS4110,2013-04-30,100,1
18484,CS1388,2014-02-09,39,0
18485,CS2993,2012-02-11,84,0
18486,CS2738,2013-11-01,98,0
18487,CS3912,2011-11-18,45,0
18488,CS5764,2014-09-07,90,0
18489,CS3218,2012-09-11,83,0
18490,CS4237,2011-08-25,78,0
18491,CS1564,2011-08-22,87,0
18492,CS5367,2012-02-23,92,1
18493,CS1905,2014-12-02,36,1
18494,CS2398,2011-11-13,71,0
18495,CS3109,2013-08-28,100,1
18496,CS4897,2011-09-24,36,1
18497,CS2199,2012-10-10,60,0
18498,CS3274,2013-01-31,59,0
18499,CS3458,2012-06-22,42,0
18500,CS3960,2012-06-04,97,0
18501,CS5457,2013-12-31,62,0
18502,CS5222,2012-04-14,47,0
18503,CS4674,2012-12-01,45,0
18504,CS5094,2014-09-05,96,0
18505,CS4306,2014-04-18,36,0
18506,CS5564,2012-11-01,80,0
18507,CS3414,2011-10-30,95,0
18508,CS3163,2014-07-18,59,0
18509,CS4838,2011-06-06,53,0
18510,CS3533,2013-07-25,38,0
18511,CS1707,2014-11-29,57,0
18512,CS2843,2012-12-22,75,0
18513,CS4567,2012-08-14,36,0
18514,CS1706,2013-12-10,91,0
18515,CS3205,2011-12-10,38,0
18516,CS4484,2013-06-17,87,0
18517,CS3305,2012-07-13,40,0
18518,CS5324,2011-06-17,69,0
18519,CS4341,2012-04-20,83,0
18520,CS3592,2013-02-04,77,0
18521,CS1925,2012-11-22,54,0
18522,CS5011,2014-12-27,71,0
18523,CS6074,2014-11-26,79,0
18524,CS2984,2013-02-27,78,0
18525,CS3271,2012-05-24,68,0
18526,CS5564,2013-08-05,76,0
18527,CS3064,2012-03-28,43,0
18528,CS4530,2012-05-26,85,0
18529,CS2568,2014-05-23,47,0
18530,CS2041,2014-02-14,76,0
18531,CS4186,2012-11-06,71,0
18532,CS4033,2013-09-23,100,0
18533,CS2203,2012-02-05,78,0
18534,CS2388,2014-04-08,47,0
18535,CS3730,2014-03-26,59,1
18536,CS1639,2013-08-12,87,0
18537,CS2659,2013-06-02,98,0
18538,CS5657,2014-08-13,78,0
18539,CS5336,2013-07-25,46,0
18540,CS2034,2011-05-29,82,0
18541,CS2176,2014-04-24,42,0
18542,CS2123,2011-10-28,64,0
18543,CS2782,2014-05-19,80,1
18544,CS1590,2011-08-10,48,0
18545,CS2424,2013-02-01,97,0
18546,CS3434,2014-05-08,62,0
18547,CS1286,2011-09-19,68,1
18548,CS1137,2014-06-11,84,0
18549,CS5412,2013-05-30,58,1
18550,CS2719,2011-12-13,71,1
18551,CS3283,2013-05-25,50,0
18552,CS1774,2012-12-14,77,0
18553,CS5850,2013-01-06,86,0
18554,CS5716,2014-10-01,73,0
18555,CS5764,2015-02-27,97,0
18556,CS2386,2013-10-07,69,1
18557,CS6028,2013-03-24,72,0
18558,CS5358,2014-01-18,75,0
18559,CS2770,2012-05-10,81,0
18560,CS5880,2013-09-02,65,0
18561,CS1853,2012-12-07,87,0
18562,CS4333,2014-04-17,82,0
18563,CS4256,2011-11-15,48,0
18564,CS4737,2013-05-28,50,0
18565,CS5277,2014-08-13,53,1
18566,CS4584,2014-01-13,73,0
18567,CS2513,2012-11-18,104,0
18568,CS3002,2012-04-25,54,0
18569,CS5868,2014-02-23,46,1
18570,CS5760,2011-09-19,64,0
18571,CS2030,2013-12-25,87,0
18572,CS5932,2015-03-10,63,0
18573,CS2832,2015-02-06,44,0
18574,CS6073,2013-06-30,73,0
18575,CS1512,2014-05-03,95,0
18576,CS3655,2012-12-18,92,1
18577,CS4847,2012-04-20,38,0
18578,CS3801,2013-06-16,87,0
18579,CS4682,2015-01-26,99,0
18580,CS2845,2013-09-08,46,0
18581,CS2788,2011-06-18,73,0
18582,CS5839,2015-01-28,59,0
18583,CS4480,2011-11-16,65,0
18584,CS4458,2012-12-05,96,1
18585,CS4111,2013-11-12,89,0
18586,CS4016,2015-02-23,93,1
18587,CS3768,2014-06-15,94,1
18588,CS3188,2014-11-20,61,0
18589,CS2777,2012-08-15,54,0
18590,CS3127,2015-03-16,88,0
18591,CS3739,2011-11-03,35,0
18592,CS3770,2012-10-10,100,0
18593,CS4417,2013-02-02,53,0
18594,CS2324,2012-08-02,105,0
18595,CS1274,2011-06-10,70,0
18596,CS2865,2013-09-02,86,0
18597,CS5546,2014-02-25,98,0
18598,CS5292,2012-04-30,74,1
18599,CS3447,2014-01-13,77,0
18600,CS4471,2012-10-27,54,0
18601,CS3585,2012-05-20,64,0
18602,CS2300,2012-02-07,49,0
18603,CS1850,2012-07-02,92,0
18604,CS4727,2013-05-25,61,1
18605,CS2741,2014-07-13,83,1
18606,CS4464,2014-05-31,69,0
18607,CS3161,2015-01-12,62,0
18608,CS4530,2012-08-10,103,0
18609,CS2632,2011-12-29,80,0
18610,CS4962,2014-12-20,57,0
18611,CS2525,2012-03-04,53,1
18612,CS2600,2012-03-26,43,0
18613,CS3770,2013-04-11,49,0
18614,CS6104,2013-08-18,56,0
18615,CS6042,2012-12-20,48,0
18616,CS1310,2012-12-10,46,1
18617,CS3065,2013-01-09,44,0
18618,CS5531,2011-08-24,101,0
18619,CS5804,2012-09-20,57,0
18620,CS4778,2014-08-20,59,0
18621,CS3143,2014-06-30,45,0
18622,CS5562,2014-04-21,91,0
18623,CS1646,2014-03-28,41,0
18624,CS5054,2013-11-21,97,0
18625,CS4795,2013-09-28,103,0
18626,CS3550,2014-05-06,52,0
18627,CS4646,2014-01-24,69,0
18628,CS5847,2014-07-09,104,0
18629,CS5858,2011-07-18,47,1
18630,CS3220,2014-10-31,88,0
18631,CS2947,2012-03-04,99,0
18632,CS5852,2014-09-01,47,0
18633,CS1275,2014-12-06,74,0
18634,CS4565,2013-01-01,94,0
18635,CS4193,2013-08-28,43,0
18636,CS4302,2013-08-21,51,0
18637,CS2627,2014-02-20,52,0
18638,CS4014,2012-01-23,50,0
18639,CS6079,2011-08-04,52,1
18640,CS2983,2013-04-30,40,0
18641,CS4501,2012-01-07,60,0
18642,CS5430,2014-05-02,67,1
18643,CS1395,2012-05-24,54,0
18644,CS3415,2011-07-30,85,1
18645,CS2170,2014-11-25,91,0
18646,CS5586,2014-01-18,59,0
18647,CS3894,2013-08-25,56,1
18648,CS2120,2014-02-19,37,0
18649,CS2657,2014-03-10,97,0
18650,CS4729,2013-12-30,58,0
18651,CS4007,2015-02-05,36,0
18652,CS1794,2012-02-25,57,0
18653,CS5636,2012-11-15,105,0
18654,CS4568,2011-08-31,35,0
18655,CS4890,2012-12-12,58,0
18656,CS5323,2013-01-14,69,0
18657,CS4593,2015-01-15,95,0
18658,CS4980,2014-02-19,80,0
18659,CS3413,2012-05-25,90,0
18660,CS4207,2011-08-24,66,0
18661,CS5886,2013-08-21,92,0
18662,CS5831,2011-11-30,59,0
18663,CS4580,2013-03-23,73,1
18664,CS1479,2013-12-27,104,0
18665,CS3612,2012-03-25,61,0
18666,CS5519,2011-08-23,52,0
18667,CS4441,2014-08-09,70,0
18668,CS5635,2014-09-14,37,0
